DATAYEAR,MONTH,UTILITYNUMBER,NETSUMMERCAPACITY(MW),NETWINTERCAPACITY(MW),NAMEPLATECAPACITY(MW),is_coal,is_geothermal,is_hydroelectric,is_natural_gas,is_nuclear,is_oil,is_other/unreported,is_solar,is_wind,MW_COAL,MW_GEOTHERMAL,MW_HYDROELECTRIC,MW_NATURAL_GAS,MW_NUCLEAR,MW_OIL,MW_OTHER,MW_SOLAR,MW_WIND,TOTALREVENUE,TOTALSALES,TOTALCUSTOMERS
2016,2,18429,812.3000000000001,812.3000000000001,812.3000000000001,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.3000000000001,0.0,0.0,0.0,0.0,0.0,0.0,32023.764,434219.4149999999,167002
2016,2,18454,4379.6,4379.6,4379.6,0.20689655172413793,0.0,0.0,0.6896551724137931,0.0,0.06896551724137931,0.0,0.034482758620689655,0.0,1822.0,0.0,0.0,2520.0,0.0,36.0,0.0,1.6,0.0,143082.31699999992,1359533.9799999997,726143
2016,2,18642,33694.59999999999,33694.59999999999,33694.59999999999,0.1423611111111111,0.0,0.4027777777777778,0.3993055555555556,0.020833333333333332,0.024305555555555556,0.0,0.0,0.010416666666666666,11947.0,0.0,5448.8,9563.599999999997,6710.099999999999,23.000000000000004,0.0,0.0,2.0999999999999996,60697.0,1544220.0,63
2016,2,19281,875.8,875.8,875.8,0.0,0.0,0.5833333333333334,0.375,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0,224.0,515.5,0.0,0.0,0.0,0.0,136.3,18316.0,140442.0,101089
2016,2,19436,10275.6,10275.6,10275.6,0.14634146341463414,0.0,0.3048780487804878,0.4634146341463415,0.012195121951219513,0.07317073170731707,0.0,0.0,0.0,5361.0,0.0,820.6000000000001,2591.0,1193.0,310.0,0.0,0.0,0.0,197298.88800000018,2723022.713,1209460
2016,2,19497,5.1,5.1,5.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,31526.0,147482.0,205199
2016,2,19545,450.0,450.0,450.0,0.2,0.0,0.0,0.4666666666666667,0.0,0.3333333333333333,0.0,0.0,0.0,270.0,0.0,0.0,170.0,0.0,10.0,0.0,0.0,0.0,16733.200000000004,143302.0,70498
2016,2,19547,1151.6999999999998,1151.6999999999998,1151.6999999999998,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.6999999999998,113.0,0.0,0.0,106101.743,503501.24000000017,303202
2016,2,19558,312.70000000000005,312.70000000000005,312.70000000000005,0.0,0.0,0.2,0.6,0.0,0.2,0.0,0.0,0.0,0.0,0.0,126.0,184.3,0.0,2.4,0.0,0.0,0.0,7754.627999999999,38141.886999999995,30926
2016,2,19578,54.8,54.8,54.8,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,20.4,0.0,0.0,34.4,0.0,0.0,0.0,9826.252999999999,65814.17700000001,51930
2016,2,19728,157.3,157.3,157.3,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,150.3,0.0,0.0,0.0,7.0,0.0,11882.583,109065.22699999998,94770
2016,2,19876,20426.2,20426.2,20426.2,0.12280701754385964,0.0,0.17543859649122806,0.42105263157894735,0.03508771929824561,0.20175438596491227,0.043859649122807015,0.0,0.0,4843.0,0.0,3321.0,6625.2,3568.0,1833.0,236.0,0.0,0.0,597306.7779999989,6744868.0,2541790
2016,2,20169,1520.2999999999995,1520.2999999999995,1520.2999999999995,0.0,0.0,0.675,0.3,0.0,0.0,0.025,0.0,0.0,0.0,0.0,1019.8000000000002,450.5000000000001,0.0,0.0,50.0,0.0,0.0,64233.74899999999,711641.8420000001,374775
2016,2,20847,6275.700000000001,6275.700000000001,6275.700000000001,0.2,0.0,0.4266666666666667,0.21333333333333335,0.0,0.08,0.013333333333333334,0.0,0.06666666666666667,3920.0,0.0,86.2,1983.6000000000001,0.0,184.7,50.0,0.0,51.2,238952.90000000014,2083375.0,1142061
2016,2,20856,3773.2999999999997,3773.2999999999997,3773.2999999999997,0.16666666666666666,0.0,0.08333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,1815.5,0.0,38.5,1650.3,0.0,0.0,0.0,0.0,269.0,85889.0,859052.0,464916
2016,2,20860,2206.8,2206.8,2206.8,0.09615384615384616,0.0,0.6730769230769231,0.19230769230769232,0.0,0.0,0.0,0.0,0.038461538461538464,1142.3000000000002,0.0,41.00000000000002,1004.5999999999999,0.0,0.0,0.0,0.0,18.900000000000002,78845.84400000003,880974.6319999994,449209
2016,2,22053,1820.0,1820.0,1820.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50648.302,534846.513,169920
2016,2,22500,4008.0,4008.0,4008.0,0.25,0.0,0.0,0.5833333333333334,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,2701.0,0.0,0.0,1084.0,0.0,74.0,0.0,0.0,149.0,75395.79900000004,705446.7080000001,375907
2016,2,24211,2816.7,2816.7,2816.7,0.2,0.0,0.0,0.52,0.0,0.0,0.0,0.28,0.0,1781.0,0.0,0.0,999.0,0.0,0.0,0.0,36.7,0.0,59026.853000000025,584016.296,418557
2016,2,28541,9.8,9.8,9.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,4076.802,75825.868,4603
2016,2,40437,3.2,3.2,3.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,3855.765,53100.7,21100
2016,2,40606,274.1,274.1,274.1,0.14285714285714285,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,174.1,0.0,0.0,0.0,0.0,0.0,4864.966,58568.53600000001,25330
2016,2,55937,2351.9,2351.9,2351.9,0.0,0.0,0.2222222222222222,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,2271.9,0.0,0.0,0.0,0.0,0.0,101355.556,1370860.771,436940
2016,2,56146,41.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,11.0,18783.799999999996,141953.0,94746
2016,2,57313,33.3,33.3,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,19201.46999999999,138901.12199999997,205545
2016,2,59139,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,2947.14,21842.088,3717
2016,3,84,5.4,5.4,5.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,7014.1449999999995,64191.56200000001,35191
2016,3,195,13017.800000000003,13017.800000000003,13017.800000000003,0.2,0.0,0.4823529411764706,0.2823529411764706,0.023529411764705882,0.011764705882352941,0.0,0.0,0.0,7081.4,0.0,1673.6999999999998,2489.7,1757.0,16.0,0.0,0.0,0.0,366592.0,3991220.0,1461596
2016,3,213,196.60000000000002,196.60000000000002,196.60000000000002,0.0,0.0,0.3448275862068966,0.0,0.0,0.6551724137931034,0.0,0.0,0.0,0.0,0.0,102.7,0.0,0.0,93.89999999999999,0.0,0.0,0.0,3786.3420000000006,33715.089999999975,16805
2016,3,219,42.699999999999996,42.699999999999996,42.699999999999996,0.0,0.0,0.21052631578947367,0.0,0.0,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,28.300000000000004,0.0,0.0,0.0,1269.358,4832.668000000002,7676
2016,3,221,59.39999999999998,59.39999999999998,59.39999999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.39999999999998,0.0,0.0,0.0,4243.0,9646.0,10879
2016,3,261,754.0,754.0,754.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10723.78,234947.0,1
2016,3,599,382.90000000000003,382.90000000000003,382.90000000000003,0.0,0.0,0.18181818181818182,0.7272727272727273,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,44.4,336.49999999999994,0.0,2.0,0.0,0.0,0.0,11442.053,82458.30499999998,31072
2016,3,733,6856.899999999999,6856.899999999999,6856.899999999999,0.15384615384615385,0.0,0.6538461538461539,0.17307692307692307,0.0,0.0,0.019230769230769232,0.0,0.0,5059.0,0.0,805.9,989.9999999999999,0.0,0.0,2.0,0.0,0.0,199650.0,2193923.0,958327
2016,3,803,9528.300000000001,9528.300000000001,9528.300000000001,0.078125,0.0,0.0,0.609375,0.046875,0.046875,0.0,0.21875,0.0,2307.0,0.0,0.0,3029.0,3937.0,86.0,0.0,169.3,0.0,211817.0,1874221.0,1195262
2016,3,814,6352.099999999999,6352.099999999999,6352.099999999999,0.23529411764705882,0.0,0.29411764705882354,0.35294117647058826,0.11764705882352941,0.0,0.0,0.0,0.0,3317.5,0.0,73.30000000000001,1141.7,1819.6,0.0,0.0,0.0,0.0,124917.0,1544059.7509999995,701803
2016,3,1179,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18509.164,114312.132,148329
2016,3,1857,7.6,7.6,7.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,181.0,639.0,1887
2016,3,2010,33.4,33.4,33.4,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,27.2,0.0,0.0,0.0,0.0,0.0,2022.0,22092.0,16866
2016,3,2548,79.2,79.2,79.2,0.0,0.0,0.6,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,7.5,0.0,0.0,19.7,52.0,0.0,0.0,4048.0,27179.0,20524
2016,3,3046,12955.1,12955.1,12955.1,0.08974358974358974,0.0,0.19230769230769232,0.3974358974358974,0.05128205128205128,0.21794871794871795,0.0,0.05128205128205128,0.0,3544.0,0.0,227.0,5028.0,3539.0,535.0,0.0,82.10000000000001,0.0,289126.9019999999,3185661.4589999975,1520326
2016,3,3249,65.0,65.0,65.0,0.0,0.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,22.400000000000002,0.0,0.0,42.6,0.0,0.0,0.0,34077.0,213364.0,250510
2016,3,3265,4447.0,4447.0,4447.0,0.10526315789473684,0.0,0.0,0.8421052631578947,0.0,0.05263157894736842,0.0,0.0,0.0,1138.5,0.0,0.0,2681.1000000000004,0.0,627.4,0.0,0.0,0.0,58548.0,572811.0,283913
2016,3,3522,514.7,514.7,514.7,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,495.30000000000007,0.0,0.0,0.0,0.0,0.0,14849.0,96751.0,80380
2016,3,3542,572.0,572.0,572.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,568.0,0.0,0.0,4.0,0.0,0.0,41151.396,361372.614,358534
2016,3,3660,220.0,220.0,220.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,31089.0,379065.0,196075
2016,3,3828,45.79999999999994,45.79999999999994,45.79999999999994,0.0,0.0,0.9012345679012346,0.0,0.0,0.09876543209876543,0.0,0.0,0.0,0.0,0.0,29.19999999999996,0.0,0.0,16.6,0.0,0.0,0.0,6173.596000000008,56988.060000000005,42592
2016,3,3892,57.0,57.0,57.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,4.0,0.0,0.0,0.0,3524.571,61904.815,6075
2016,3,3989,1071.6,1071.6,1071.6,0.23529411764705882,0.0,0.29411764705882354,0.47058823529411764,0.0,0.0,0.0,0.0,0.0,462.0,0.0,34.6,575.0,0.0,0.0,0.0,0.0,0.0,32077.950000000008,368252.0,223023
2016,3,4226,723.5999999999999,723.5999999999999,723.5999999999999,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,644.2,0.0,79.4,0.0,0.0,0.0,323530.0,1480515.0,2579957
2016,3,4247,31.30000000000002,31.30000000000002,31.30000000000002,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.30000000000002,0.0,0.0,0.0,0.0,0.0,0.0,3918.888999999998,79860.87600000003,108
2016,3,4254,7754.900000000001,7754.900000000001,7754.900000000001,0.17073170731707318,0.0,0.5,0.2926829268292683,0.0,0.012195121951219513,0.0,0.0,0.024390243902439025,2852.0,0.0,2078.1,2768.0,0.0,13.0,0.0,0.0,43.8,318321.0,2662957.0,1801468
2016,3,4715,9.2,9.2,9.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,0.0,0.0,1007.7569999999997,8366.75,11522
2016,3,4922,3352.2000000000003,3352.2000000000003,3352.2000000000003,0.1388888888888889,0.0,0.0,0.3055555555555556,0.0,0.5277777777777778,0.0,0.027777777777777776,0.0,2908.0,0.0,0.0,382.3,0.0,60.79999999999998,0.0,1.1,0.0,33760.0,292911.0,279206
2016,3,5070,3.9,3.9,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,0.0,13213.0,116828.0,91362
2016,3,5109,11382.699999999999,11382.699999999999,11382.699999999999,0.1415929203539823,0.0,0.0,0.24778761061946902,0.008849557522123894,0.5132743362831859,0.0,0.02654867256637168,0.061946902654867256,6856.0,0.0,0.0,2688.0,1124.0,312.0,0.0,3.9,398.8,354111.1479999995,3331501.552999994,2167412
2016,3,5416,21489.600000000024,21489.600000000024,21489.600000000024,0.08666666666666667,0.0,0.5933333333333334,0.25333333333333335,0.04666666666666667,0.0,0.0,0.02,0.0,6821.0,0.0,3278.8,4245.299999999999,7140.299999999999,0.0,0.0,4.2,0.0,491016.103,5940126.929000013,2509741
2016,3,5701,1338.3999999999999,1338.3999999999999,1338.3999999999999,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,1337.1,0.0,0.0,0.0,0.0,1.3,46291.0,530621.0,406823
2016,3,5860,1242.0,1242.0,1242.0,0.0625,0.0,0.25,0.6875,0.0,0.0,0.0,0.0,0.0,198.0,0.0,16.0,1028.0,0.0,0.0,0.0,0.0,0.0,36036.418,335463.90499999997,170384
2016,3,6022,20.1,20.1,20.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,0.0,0.0,0.0,0.0,0.0,0.0,18476.655,203424.987,93396
2016,3,6204,105.2,105.2,105.2,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,75.0,0.0,0.0,0.0,0.0,0.0,6325.559,75855.522,45755
2016,3,6235,225.0,225.0,225.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,0.0,16481.0,164883.0,90403
2016,3,6452,24515.0,24515.0,24515.0,0.0,0.0,0.0,0.7176470588235294,0.047058823529411764,0.21176470588235294,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,16196.0,3572.0,4712.0,0.0,35.0,0.0,752883.0,8237110.0,4791386
2016,3,6455,8882.8,8882.8,8882.8,0.05555555555555555,0.0,0.0,0.6111111111111112,0.0,0.3194444444444444,0.0,0.013888888888888888,0.0,2291.0,0.0,0.0,5565.0,0.0,1023.0,0.0,3.8,0.0,286133.28,2687916.238000003,1744601
2016,3,6779,160.0,160.0,160.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,2555.0,33373.0,15014
2016,3,7140,20744.9,20744.9,20744.9,0.11940298507462686,0.0,0.48507462686567165,0.20149253731343283,0.029850746268656716,0.14925373134328357,0.0,0.014925373134328358,0.0,9498.5,0.0,918.9999999999998,5406.399999999999,4061.0,824.5,0.0,35.5,0.0,520369.72399999993,6280092.75,2460836
2016,3,7353,333.6000000000001,333.6000000000001,333.6000000000001,0.14285714285714285,0.0,0.0,0.0,0.0,0.7142857142857143,0.07142857142857142,0.0,0.07142857142857142,75.0,0.0,0.0,0.0,0.0,207.00000000000003,27.0,0.0,24.6,19121.989999999998,109127.45999999998,45573
2016,3,7490,1522.5,1522.5,1522.5,0.10526315789473684,0.0,0.8947368421052632,0.0,0.0,0.0,0.0,0.0,0.0,1010.0,0.0,512.5,0.0,0.0,0.0,0.0,0.0,0.0,5997.544999999999,140358.02900000004,79
2016,3,7601,233.29999999999995,233.29999999999995,233.29999999999995,0.0,0.0,0.8125,0.0,0.0,0.15625,0.0,0.0,0.03125,0.0,0.0,90.80000000000001,0.0,0.0,72.29999999999998,0.0,0.0,70.2,49129.0,347654.0,260915
2016,3,7801,1452.0,1452.0,1452.0,0.36363636363636365,0.0,0.0,0.5454545454545454,0.0,0.09090909090909091,0.0,0.0,0.0,924.0,0.0,0.0,496.0,0.0,32.0,0.0,0.0,0.0,88277.745,765402.9350000002,451225
2016,3,8245,368.0,368.0,368.0,0.4,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,2491.831,29967.669999999995,13223
2016,3,8287,180.10000000000002,180.10000000000002,180.10000000000002,0.0,0.0,0.17391304347826086,0.0,0.0,0.8260869565217391,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,176.00000000000003,0.0,0.0,0.0,25214.207999999988,88541.31899999994,84498
2016,3,9187,50.4,50.4,50.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.4,0.0,0.0,0.0,0.0,0.0,0.0,3542.2940000000003,61190.26899999999,27272
2016,3,9191,2738.2000000000003,2738.2000000000003,2738.2000000000003,0.0,0.0,0.8545454545454545,0.10909090909090909,0.0,0.03636363636363636,0.0,0.0,0.0,0.0,0.0,2007.5999999999997,725.1999999999999,0.0,5.4,0.0,0.0,0.0,78543.04699999992,981315.6590000011,526548
2016,3,9216,582.5,582.5,582.5,0.0,0.0,0.5,0.4642857142857143,0.0,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,44.8,514.7,0.0,23.0,0.0,0.0,0.0,25505.0,203391.0,152014
2016,3,9231,200.0,200.0,200.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,68.0,0.0,0.0,0.0,8005.563000000001,65150.70500000001,56972
2016,3,9273,3192.5,3192.5,3192.5,0.36,0.0,0.0,0.36,0.0,0.28,0.0,0.0,0.0,2376.5,0.0,0.0,764.0,0.0,52.0,0.0,0.0,0.0,99684.42400000006,1022022.1880000001,486568
2016,3,9324,4684.5,4684.5,4684.5,0.043478260869565216,0.0,0.8913043478260869,0.0,0.043478260869565216,0.0,0.0,0.021739130434782608,0.0,2600.0,0.0,12.999999999999995,0.0,2069.0,0.0,0.0,2.5,0.0,124416.37100000001,1515152.358000001,589876
2016,3,9417,2853.7000000000003,2853.7000000000003,2853.7000000000003,0.19444444444444445,0.0,0.0,0.4444444444444444,0.0,0.3333333333333333,0.0,0.0,0.027777777777777776,1460.2,0.0,0.0,904.8,0.0,289.0,0.0,0.0,199.7,109789.0,1163344.0,487248
2016,3,9617,3847.9999999999995,3847.9999999999995,3847.9999999999995,0.23529411764705882,0.0,0.0,0.5294117647058824,0.0,0.23529411764705882,0.0,0.0,0.0,1838.0,0.0,0.0,1798.0,0.0,212.0,0.0,0.0,0.0,84096.12899999999,846627.1099999999,451522
2016,3,9645,87.0,87.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,3052.1910000000003,41453.907,19139
2016,3,9726,420.0,420.0,420.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,94178.58899999999,726265.227,858756
2016,3,9996,717.3,717.3,717.3,0.3,0.0,0.0,0.5,0.0,0.2,0.0,0.0,0.0,386.0,0.0,0.0,229.3,0.0,102.0,0.0,0.0,0.0,15484.0,163538.0,64333
2016,3,10000,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,107062.805,996244.608,530652
2016,3,10005,1000.0,1000.0,1000.0,0.0,0.0,0.0,0.875,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,997.0,0.0,3.0,0.0,0.0,0.0,66414.016,661738.333,325756
2016,3,10071,141.0,141.0,141.0,0.0,0.0,0.0,0.0,0.0,0.8,0.06666666666666667,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,90.4,26.6,24.0,0.0,10092.380000000001,31608.74599999999,33234
2016,3,10171,3562.5,3562.5,3562.5,0.3684210526315789,0.0,0.15789473684210525,0.47368421052631576,0.0,0.0,0.0,0.0,0.0,2601.0,0.0,31.5,930.0,0.0,0.0,0.0,0.0,0.0,118984.59500000002,1414714.0,546516
2016,3,10210,61.9,61.9,61.9,0.0,0.0,0.7333333333333333,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,38.89999999999999,0.0,0.0,23.0,0.0,0.0,0.0,1483.5400000000004,15567.209,7716
2016,3,10433,80.0,80.0,80.0,0.0,0.0,0.15789473684210525,0.0,0.0,0.6842105263157895,0.05263157894736842,0.0,0.10526315789473684,0.0,0.0,33.599999999999994,0.0,0.0,37.4,0.0,0.0,9.0,2092.0,12928.0,5941
2016,3,10451,14.999999999999996,14.999999999999996,14.999999999999996,0.0,0.0,0.0,0.0,0.0,0.20833333333333334,0.0,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,4.499999999999998,636.0,1602.0,1272
2016,3,10596,5.8,5.8,5.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,0.0,0.0,0.0,199.0,1212.0,1198
2016,3,11018,464.6000000000001,464.6000000000001,464.6000000000001,0.0,0.0,0.0,0.7333333333333333,0.0,0.13333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,458.4000000000001,0.0,4.8,0.0,0.0,1.4,18254.071,237849.0,136001
2016,3,11118,35.70000000000001,35.70000000000001,35.70000000000001,0.0,0.0,0.375,0.1875,0.0,0.4375,0.0,0.0,0.0,0.0,0.0,19.1,4.0,0.0,12.600000000000001,0.0,0.0,0.0,1439.8549999999998,16308.094000000005,6221
2016,3,11135,21.1,21.1,21.1,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,13.5,0.0,0.0,0.0,0.0,0.0,2584.0,30958.0,19394
2016,3,11204,27.6,27.6,27.6,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,24.8,0.0,0.0,0.0,1.8,1.0,0.0,3312.802,41224.228,9177
2016,3,11208,7365.600000000002,7365.600000000002,7365.600000000002,0.025,0.0,0.4375,0.35,0.0,0.0,0.0,0.1625,0.025,1800.0,0.0,1908.3000000000002,3434.1999999999994,0.0,0.0,0.0,38.099999999999994,185.0,235324.77199999994,1636024.5729999992,1416559
2016,3,11241,11624.699999999997,11624.699999999997,11624.699999999997,0.020833333333333332,0.0,0.0,0.875,0.041666666666666664,0.0625,0.0,0.0,0.0,537.1,0.0,0.0,8716.400000000001,2132.8,238.39999999999998,0.0,0.0,0.0,267516.01400000026,4074013.6759999995,1069256
2016,3,11249,4590.3,4590.3,4590.3,0.21428571428571427,0.0,0.2857142857142857,0.5,0.0,0.0,0.0,0.0,0.0,2715.0,0.0,60.0,1815.3,0.0,0.0,0.0,0.0,0.0,80087.0,879409.0,403958
2016,3,11251,48.0,48.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,85254.0,19211
2016,3,11273,3.1999999999999997,3.1999999999999997,3.1999999999999997,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,4392.0,74097.0,26923
2016,3,11479,428.5,428.5,428.5,0.0,0.0,0.0,0.7857142857142857,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,374.1,0.0,49.7,0.0,0.0,4.7,31532.0,255297.0,147748
2016,3,11804,2.6,2.6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,103543.772,508602.043,761108
2016,3,11824,165.0,165.0,165.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,11518.911999999998,63012.21,62237
2016,3,11843,256.5,256.5,256.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.5,0.0,0.0,0.0,23122.77099999998,89536.56999999995,70603
2016,3,12199,512.2,512.2,512.2,0.21428571428571427,0.0,0.0,0.2857142857142857,0.0,0.21428571428571427,0.07142857142857142,0.0,0.21428571428571427,157.4,0.0,0.0,186.5,0.0,6.0,5.3,0.0,157.0,25223.043999999998,268820.0,142797
2016,3,12341,8745.0,8745.0,8745.0,0.06796116504854369,0.0,0.038834951456310676,0.2912621359223301,0.0,0.27184466019417475,0.0,0.0,0.3300970873786408,3825.5,0.0,3.2,1403.3,0.0,56.0,0.0,0.0,3457.0,110045.56,1900867.5990000044,758241
2016,3,12524,90.80000000000001,90.80000000000001,90.80000000000001,0.0,0.0,0.0,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,86.80000000000001,0.0,4.0,0.0,0.0,0.0,11183.520000000002,102767.973,50410
2016,3,12647,2046.4999999999998,2046.4999999999998,2046.4999999999998,0.15384615384615385,0.0,0.6346153846153846,0.0,0.0,0.019230769230769232,0.07692307692307693,0.0,0.11538461538461539,1325.4,0.0,112.3,0.0,0.0,0.8,86.19999999999999,0.0,521.8,41403.40999999998,687625.4290000004,144730
2016,3,12685,3116.7,3116.7,3116.7,0.0,0.0,0.0,0.9166666666666666,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3106.3999999999996,0.0,10.3,0.0,0.0,0.0,77073.61699999998,934591.8619999998,446320
2016,3,12686,3656.2,3656.2,3656.2,0.08695652173913043,0.0,0.0,0.9130434782608695,0.0,0.0,0.0,0.0,0.0,1020.0,0.0,0.0,2636.2,0.0,0.0,0.0,0.0,0.0,57965.0,726003.0,187663
